title,stars,text
Pantai Bobby,5,magical beach sih inii jauh kota sangat worth to come kembali kesini kalo kesini pantainya bersih pemandangan bukit sangat memanjakan mata
Pantai Bobby,5,salah satu spot pantai ayunan estetik
Pantai Bobby,5,anakku paling suka kesini maen ayunan
Pantai Bobby,5,alhamdulillah
Pantai Bobby,1,bayar 10rb sesimpel toilet aja ga airnya kotor bangetdi karimun banyak pantai lebih cakep fasilitas umum proper
Pantai Bobby,5,view nya keren eksotis bersih cocok yang mencari suasana tenang jauh keramaian
Pantai Bobby,5,rinduuu pingin baliiikkk
Pantai Legon Lele,5,pantai nya cocok buat menyendiri
Pantai Legon Lele,5,nan
Pantai Legon Lele,1,harga tiket masuk skrang brpa
Pantai Legon Lele,5,tempat menjadi basecamp selama 3bulan karimunjawa
Pantai Legon Lele,5,pantainya tersembunyi si inii tapii ga kalahh cakepp pemandangannya sepii jugaa emang karimunjawa salah satu surga indonesia
Pantai Legon Lele,3,after visiting bobby beach i stopped by legon lele and was struck by how quiet it wasalmost eerily so especially when alone the sunrise here is also hard to catch as its blocked by a hill satu of the beachs main features is a sunken ship but the beach itself isnt very clean due to its baylike shape where trash tends to collect and its not cleaned frequently the road to the beach is accessible by motorbike though cars may have a bit of trouble navigating it additionally theres a hill in the area and the local sources of clean water comes from this very hill
Pantai Legon Lele,5,pantai cukup bagus kotor banyak sampah terbawa ombak
Pantai Legon Lele,3,a deserted beach with shipwrecks you cant swim here the water is very polluted from these ships but its fun to explore this place and take lots of photos with graffiti
Pantai Legon Lele,5,sejuk masih asri
Pantai Legon Lele,2,so polluted
Pantai Legon Lele,3,cocok main air berenang kotor banyak ranting
Pantai Legon Lele,5,pesisir bersebelahan pantai boby fresh muara hutan bakau waspada serangan nyamuk disini
Pantai Legon Lele,5,pantai legon lele pantai ujung pulau karimun pantainya bersih kereen pemandangannya
Pantai Legon Lele,4,dibilang tetangga nya pantai bobby jaraknya 5 menitan lebih dikit jalan kaki pantai bobby jalannya kecil masih banget diakses pake motor mobil mungkin ga lebar lebar banget mobil pick up standar bisa terus pantai legon lele fokusnya pariwisata mangrove kebetulan aku kemaren emang juga lagi penelitian itu jadinya mampir cuman kurangnya pantai sepi pengunjung emang serem kalo terlalu malem kesini nya soalnya kayak gaada penerangan jalannya buat foto foto gitu cocok kok itu tadi aku saranin datengnya siang aja yah
Pantai Legon Lele,5,salah satu hidden gem mah karimunjawa kalau kalian tau nunggalan beach bali seperti ada kapal terbengkalainya dimuralin viewnya indah deket hutan bakau masih deket dijangkau pantai bobby kalau pas gak musim angin barat tempat bersih rekomended sih free biaya masuknya
Pantai Legon Lele,4,hidden paradise1 pantai campervan turun side byside tendabelum dikelolaombaknya tenang karna telukdasar pasirnya padatkeras jadi aman lalui 4x4 stdbanyak sampah mengendap di dasar lebih diperhatikan ada endapan hutan mangrove jadi air terlihat kotor
Pantai Legon Lele,5,jadi pantai kotor yaa kotor tumpukan sampah sepanjang garis pantai jalanannya becek terbangun sempurna seakan pantai ditinggal tidak dirawat kalau diamati benar2 pantai cantik loh kontras saudaranya si pantai bobby berair hijau tosca ramai dikunjungi pengunjung pantai si legon lele terlihat menarik caranya sendiri warna kekuningan yah kekuningan kaya air kencing jangan salah air pohon bakau diperhatikan warna kuning keemasan nya unik waktu kesini berjalan mengexplore pesisirnya disuguhkan warna air kuning keemasannya tidak terlalu peduli saking banyaknya sampah berserakan tangkap adalah si cantik legon lele menyambut dengan wujud dirinya sendiri beda apa adanyadi seberang pantai nampak bangunan semacam rumah terapung mengingatkan kami kepada ora beach maluku semoga kedepannya pantai cantik ada peduli peduli warna dirinya yang beda peduli kuning keemasan warna air nya kuning keemasan kejayaan semoga sampah2 jadi hilang pantai secantik
Pantai Legon Lele,3,mampir sebentar pasca pantai boby karimunjawa niat hati mau sunrise disini tp pikirnya krn sepi ternyata sepi beneran creepy kalo pas sendiri sunrise dr sini jg tdk terlalu kelihatan krn ketutup bukitikon pantai legon lele kapal karam jd sj ikonnya sy pantai memang tdk terlalu bersih bentuknya teluk sampah biasanya berkumpul teluk tdk sering dibersihkan jalan bs diakses dgn motor mobil ngepres tp kmrn ketemu penduduk lokal bawa mobil dr arah legon lele jg sihdi legon lele bukit dapet cerita dr karyawan hostel kalau salah satu sumber air bersih bukit legon lele itu
Pantai Legon Lele,5,gak apa apaa
Pantai Legon Lele,4,hope that i write this right because i was scrolling around without maps i found this place just couple blocks from bobby beach i didnt mind with how mother nature works i was born and grown up living nearby the oceans someday the seashore is clean and another day would be some rubbishes climate change pandemic as well can be understood tho if the local do take care of course its voluntary kinda stuff see in another bright occasion
Pantai Legon Lele,4,morning ride brings me herethe beach looks unmaintainedlots of trashbut still the scenery was beautiful
Pantai Legon Lele,3,nan
Pantai Legon Lele,5,silently beach
Pantai Legon Lele,3,the beach scenery is so so and have many garbage maybe because the eastern wind is hard in may you cant see sunrise in here because the sun was blocked by the hillbut if you want to go to floating paradise and see the turtle conservation you can come to this beach for rent the boat
Pantai Legon Lele,5,tempat sangat bagus mancing
Pantai Legon Lele,5,a nice place to see sun rise in karimun jawa
Pantai Legon Lele,5,kenangan bagus
Pantai Legon Lele,5,juga keren bangetttt
Pantai Legon Lele,2,a wild beach very littered plastic everywhere if someone took care of it beach would be really pretty and it is even hard to walk barefoot through it
Pantai Tanjung Gelam,5,biaya 5k
Pantai Tanjung Gelam,5,lokasi sunset favorit karimunjawa
Pantai Tanjung Gelam,5,hepi sunset terbaik pas hari pertama pantai inihepi cobain main jetski disinipantai nya sangat cocok berburu sunset jadi hampir tiap hari sunset hepi kesinitiket masuk 5 ribu rupiah orang
Pantai Tanjung Gelam,5,keren nie
Pantai Tanjung Gelam,5,bagus
Pantai Tanjung Gelam,5,ikon coconutree sunset terbaik
Pantai Tanjung Gelam,5,mantappu jiwa gorgeous place with a nice soft white sand
Pantai Tanjung Gelam,5,salah satu pantai sudut pulau karimunjawa bagus menikmati sunset banyak persewaan kapal kano pun gazebo warung berderet icon pantai adalah pohon kelapa miring
Pantai Tanjung Gelam,4,pantai tanjung gelam salah satu pantai terindah karimunjawa pasir putih lembut air laut jernih membuatnya sempurna berenang bersantai bermain kamu main kano jetsky tentunya berbayar suasana sini sangat tenang damai
Pantai Tanjung Gelam,5,wonderful beach pasir putih langit biru orange senja perlu effort kesini yaa dijamin seworthed
Pantai Tanjung Gelam,5,salah satu pantai terbaik karimun jawa spot paling bagus lihat sunset menikmati indahnya matahari terbenam bisa main jetski watersport lainnya menikmat sore gorengan stall kecil sembari mendengarkan air laut menyusuri pasir pantai recommended banget bersih
Pantai Tanjung Gelam,5,sangat bagus kpan kapan kesini lgi dehhh
Pantai Tanjung Gelam,5,tempat favorit cuci mata
Pantai Tanjung Gelam,5,pantai begitu indah hamparan pasir putih air bening banyak jualan beraneka ragam makanan
Pantai Tanjung Gelam,5,pantai sejuk pasir putih tersedia penyewaan jetsky banana boat
Pantai Bobby,5,view ayunan pantai terbaik karimunjawa
Pantai Bobby,5,kolam renang raksasa yes bisa berenang ke tengah hatihati kulit jd gosong
Pantai Bobby,5,best spot for sunrise
Pantai Bobby,5,cakep banget pantainya kebanyakan lokal kesini buat foto2 krna banyak spot foto cantik sempetin buat berenang menyenangkan sekali airnya jernih bahkan sampe jauh pantai termasuk pantai favorit wisatawan sih
Pantai Bobby,5,view nya memang secantik foto pantai saran sih datang pagian pantai sepi untuk take picture pasir putih air biru jernih view bukit memanjakan mata suatu keindahan alam harus sangat dijaga
Pantai Bobby,5,prettyy omg but its to crowded when i go here you can play with sand also take a good picture
Pantai Bobby,5,indah sejuk
Pantai Bobby,5,pantai wajib dikunjungi
Pantai Bobby,5,pantainya bersih saran kalau kesini mending waktu pagi biar rame
Pantai Bobby,5,to get here you need to go down a brick road that seems to lead nowhere but youll know it when you see it its a great beach for kids the water is very shallow with no waves theres swings tree houses and hammocks the main thing not kidfriendly is the usual clientele smokes a lot i just relaxed in a hammock here since id been driving a motorbike all day and it was very peaceful
Pantai Bobby,5,not a beach for swimming but a sunrise beach it gets crowded really quick but the stall that sells gorengan gives you meaning in life
Pantai Bobby,5,pantainya indah biru bangett ayunan panjang jadi salah satu spot foto favorit
Pantai Bobby,5,bagus makanan harga terjangkau
Pantai Bobby,5,indah menyenangkan
Pantai Legon Lele,5,pantai pasir putih
Pantai Legon Lele,4,amazing place
Pantai Legon Lele,5,quite beach with beautiful white sand and views there is shipwreck which is good for photos object you can going up on it if you find water level is low
Pantai Legon Lele,5,nan
Pantai Legon Lele,4,white sands quiet wave easy access not too crowd feel like a private beach
Pantai Legon Lele,3,kurang terawat pantainya kotor
Pantai Legon Lele,5,pantainya indah sekali pemandangan laguna satu pulau di tengah ombak kecil pantai putih pantai sunrise
Pantai Legon Lele,2,pantainya kotor sekali akses sepeda motor
Pantai Legon Lele,1,dirtykotor foto diambil tanggal 30 juni 2019
Pantai Legon Lele,3,jalan menuju pantai jalan setapak tp diakses naik motor dgn ban standar pantai punya ciri khusus perahu teronggok bibir teluk sayangnya waktu sana sedang musim angin timuran jd banyak kiriman sampah menuju pantai
Pantai Legon Lele,5,indah alami
Pantai Legon Lele,5,pantai baru timur karimunjawa
Pantai Legon Lele,4,tempat sepi enak buat santai
Pantai Legon Lele,3,natural dikelola
Pantai Legon Lele,5,asri alami
Pantai Legon Lele,5,tempat wisata karimun lama tdk dikunjungi wisatawan kurang terawat padahal sangat mengesankan
Pantai Legon Lele,5,beautifull beach
Pantai Legon Lele,3,pantainya sepi akses jalan tdk baik
Pantai Legon Lele,5,best beach on karimun main island you better go here
Pantai Legon Lele,3,nan
Pantai Legon Lele,3,perlu perhatian pemerintah pengelolaan
Pantai Legon Lele,3,sepi
Pantai Legon Lele,5,pantai resor
Pantai Legon Lele,4,stunning
Pantai Legon Lele,5,nice place for sunrise and hangout with friends
Pantai Legon Lele,3,depending on when you come and wind direction in june its sadly full of rubbish yes good view of sunrise if not cloudy be there by 5am road is windy do be careful motorbike access not sure car can get through
Pantai Legon Lele,5,destinasi sangat bagus pengamatan sun rise jalan menuju sana bagus dilalui motor jauh permukiman so pastikan bensin jangan mepet2 jalan naik turun pantainya berpasir putih di sebelah utaranya merupakan hutan mangrove lebat
Pantai Legon Lele,4,pantai indah
