title,stars,text,sentimen_bert,sentimen
Pantai Bobby,3,peccato per la plastica e nonostante sia ancora una delle meglio tenute ne pienaio ho visto solo turisti australiani eo europei a pulire io compresa dicono che la piccola tassa che si paga per entrare nelle spiagge a karimunjawa aiutano i locali a tenere pulite le spiaggemah,positive,positive
Pantai Bobby,5,pantainya bagus banget bersih pasir putihnya lembut ombak tenanglandkap nya baguus deh harga tiket masuk idr 10000,positive,positive
Pantai Bobby,4,ein schner strand jedoch wie bei fast allen gepflegten strnden auf karimunjawa muss man hier 10k idr eintritt bezahlen es gibt ein wc gebetsraum bzw eher ein gazebo sitzmglichkeiten einen warung der essen u d trinken verkauft und ca 7 schaukeln die gratis sind und teilweise hoch oben an palmen befestigt sind tagsber kann es relativ voll werden und die meisten wollen fotos von sich mit den schaukeln und anderen spots machenweiter drauen gibt es ein paar schne pltze zum schnorcheln und wenn man motiviert ist knnte man auch zu der kleinen vorgelagerten insel schwimmenvermutlich auch ein guter strand fr den sonnenaufgang hab ich aber nicht getestet und abends wenn das wasser seichter wird knnte man auch zum pantai karina rbergehenda ich fters rezensionen gelesen habe dass man ein boot zur schildkrtenaufzuchtstation mieten kann ich habe ehrlich gesagt nichts positives ber diesen ort gehrt eher im gegenteil und dass es nicht um tierschutz sondern eher tourismus und geld geht und wenn man gegen bezahlung schildkrten freilassen kann ich denke das sagt ja wohl alles,positive,positive
Pantai Bobby,5,terkenal ayunan ayunannya pantai pasir putih laut jernih,positive,positive
Pantai Bobby,5,cantikkk bgtt semua spot foto disini free hihihi klo karimun wajib bgt siniii,positive,positive
Pantai Bobby,5,nous avons pass la soire danniversaire de ma fille lbas ctait super on nous a prpar un feu nous tions seul nous avons pu faire un feu dartifice que nous avions achet dans le centre ville le grant de la plage tait trs prvenant et nous a laiss la musique ma fille tait ravie,positive,positive
Pantai Bobby,5,beautiful view,positive,positive
Pantai Bobby,3,toilet ada air banyak sampah,negative,negative
Pantai Bobby,5,dapat sunset,neutral,neutral
Pantai Bobby,5,traumhafter strand bei ostwindwetter etwas aufgewhltes meer,neutral,neutral
Pantai Bobby,5,pantai bersih rapiindah,positive,positive
Pantai Bobby,5,cantikkk sunrise besttt bgttt kalo sinii,positive,positive
Pantai Bobby,5,playa muy bonita con unas preciosas vistas a la ensenada y a las montaas hay que llegar en moto y la carretera es un poco revirada,positive,positive
Pantai Tanjung Gelam,5,jet sky kano warung drone,neutral,neutral
Pantai Tanjung Gelam,5,very nice to see the sunset and many activitys here,positive,positive
Pantai Tanjung Gelam,5,turn the sound on see what i show you about this placeyou will never find a place like this,negative,negative
Pantai Tanjung Gelam,5,a great place to enjoy the sunset,positive,positive
Pantai Tanjung Gelam,5,bagus bgt,positive,positive
Pantai Tanjung Gelam,5,pretty cakep bgt bgt please klo kesini nikmati sunset beli kelapa sih best bgt main air foto jugaaaa loveeee,positive,positive
Pantai Tanjung Gelam,5,terkenal pantai menikmati sunset ternyata datang sini pagi oke kokpasirnya halus airnya sangat untuk main basahbasahan takut riak terlalu besarminusnya banyak semut merah mungkin banyak pohon buah yamalah lebih nyaman datang pagisiang belum terlalu ramai,positive,positive
Pantai Tanjung Gelam,5,best sunset pulau karimun,neutral,neutral
Pantai Tanjung Gelam,5,sini pas pasang cocok buat canoeing mungkin next bakal coba jetskinya mending dateng jam 4 sorean bisa coba banyak water sport,positive,positive
Pantai Tanjung Gelam,5,spot ikonik pohon kelapa miringnya paling rame buat foto foto salah satu pantai paling oke buat cari sunset banyak persewaan kano jetski,positive,positive
Pantai Tanjung Gelam,5,sayang dulu mengabadikan fotovideo dulu 2016 asri sekarang asri,positive,positive
Pantai Tanjung Gelam,5,destinasi wajib karimunjawa ke karimun kalau kesini sunset nya wow banget,positive,positive
Pantai Tanjung Gelam,4,lumayan banget cuman pantainya kotor hehe kebetulan waktu kesini udah sore pas pulangnya jalannya gelap pol ada lamputapi overall oke,positive,positive
Pantai Tanjung Gelam,5,wajib dikunjungi pas sunset bagus banget,positive,positive
Pantai Tanjung Gelam,5,pantai berpasir putih cocok menikmati sunset tersedia bermacam watersport disini segala macam pake dokumentasinya,positive,positive
Pantai Tanjung Gelam,5,pantainya nyaman dikunjungi rekomen buat butuh ketenangan perjalanan pantai ga sia2 lah,positive,positive
Pantai Tanjung Gelam,5,fav spot sunset kalo di karimunjawa,neutral,neutral
Pantai Tanjung Gelam,5,pantai tanjung gelam partainya bagus bersih ombak nya tenang persewaan jetsky kano ada dokumentasi droneada jual makanan ringan kelapa muda dllbanyak spot foto bagus pantai rumput laut ayunan berbagai titik pohon kelapa miring,positive,positive
Pantai Tanjung Gelam,4,beach in western part of karimun jawa island have beautiful sunset view acces road to tanjung gelam quite narrow makes it difficult if two cars pass side by side price of food in tanjung gelam is quite expensive i bought 1 fresh coconut for 25k,positive,positive
Pantai Tanjung Gelam,5,scenic view nya pohon kelapa miring,positive,positive
Pantai Tanjung Gelam,5,pantai pasir putih indah melihat sunset amazing banget woy,positive,positive
Pantai Tanjung Gelam,5,nah paling suka pantai mpe 2x ksini bisa main banana boat akses kesini lebih nyaman ketimbang pantai sunset lebih jauh lebih amannnnnndisini banyak aktifitas jetskidronebanana boat kano rolling donut si bocil suka ngumpulin uang mermaid kata diabanyak warung so far kita datangin standar karimun kelapa 25rb gorengan 3rb better tanya dulu biar amannah ga enaknya tuh toilettttttttttsebisa mungkin kl ga kepepet ga usah ke toilet deh bayar gitu deh ga layak pake banget kl sekedar ganti baju bawa kain penutup aja lah,positive,positive
Pantai Tanjung Gelam,5,hands down the best beach karimun sore day 1 aku kesana buat foto prewednya temenku hasilnya oke banget abis day 2 waktu abis snorkling nyantai disitu snorkling tipis d tepi pantai ikannya banyak so pretty gak nyesel sama sekaliii definitely woll come back,positive,positive
Pantai Tanjung Gelam,3,baru kali datang pantai tanjung gelaim nuansa alam nya indah saya pulau bali tiada duanya ngak pernah bosan berkunjung pulau dewata,positive,positive
Pantai Tanjung Gelam,5,sangat wellsayang gak bawa pakaian ganti,positive,positive
Pantai Tanjung Gelam,4,this beach is actually connected to sunset beach and you can easily reach it by walking along the shore from there however if you enter from tanjung gelam beach there is an entrance fee of 5000 idr im not sure whether this is an official fee or an informal charge the iconic feature of this beach is probably the leaning coconut tree which tilts at nearly a 45degree angle,positive,positive
Pantai Tanjung Gelam,5,salah satu spot foto pantai terbaik ada karimunjawa bila datang sore hari cuaca tidak mendung mendapatkan pemandangan sunset sangat indah disarankan sana musim kemarautapi tidak tahu bila datang sana musim kemarau akan menjadikan pantai sangat ramai tidak,positive,positive
Pantai Bobby,5,indah banget pantainya puas fotofofo pokoknya,positive,positive
Pantai Bobby,5,pantainya cantik cocok berenanga bersama anak2 pasirnya putih airnya jernih,positive,positive
Pantai Bobby,5,bagus bgt pemandangannya,positive,positive
Pantai Bobby,4,indah sekali pemandangannya,positive,positive
Pantai Bobby,5,magical beach sih inii jauh kota sangat worth to come kembali kesini kalo kesini pantainya bersih pemandangan bukit sangat memanjakan mata,positive,positive
Pantai Bobby,5,salah satu spot pantai ayunan estetik,positive,positive
Pantai Bobby,5,anakku paling suka kesini maen ayunan,positive,positive
Pantai Bobby,5,alhamdulillah,positive,positive
Pantai Bobby,1,bayar 10rb sesimpel toilet aja ga airnya kotor bangetdi karimun banyak pantai lebih cakep fasilitas umum proper,positive,positive
Pantai Bobby,5,view nya keren eksotis bersih cocok yang mencari suasana tenang jauh keramaian,positive,positive
Pantai Bobby,5,rinduuu pingin baliiikkk,positive,positive
Pantai Legon Lele,5,pantai nya cocok buat menyendiri,positive,positive
Pantai Legon Lele,1,harga tiket masuk skrang brpa,neutral,neutral
Pantai Legon Lele,5,tempat menjadi basecamp selama 3bulan karimunjawa,neutral,neutral
Pantai Legon Lele,5,pantainya tersembunyi si inii tapii ga kalahh cakepp pemandangannya sepii jugaa emang karimunjawa salah satu surga indonesia,positive,positive
Pantai Legon Lele,3,after visiting bobby beach i stopped by legon lele and was struck by how quiet it wasalmost eerily so especially when alone the sunrise here is also hard to catch as its blocked by a hill satu of the beachs main features is a sunken ship but the beach itself isnt very clean due to its baylike shape where trash tends to collect and its not cleaned frequently the road to the beach is accessible by motorbike though cars may have a bit of trouble navigating it additionally theres a hill in the area and the local sources of clean water comes from this very hill,positive,positive
Pantai Legon Lele,5,pantai cukup bagus kotor banyak sampah terbawa ombak,positive,positive
Pantai Legon Lele,3,a deserted beach with shipwrecks you cant swim here the water is very polluted from these ships but its fun to explore this place and take lots of photos with graffiti,positive,positive
Pantai Legon Lele,5,sejuk masih asri,positive,positive
Pantai Legon Lele,2,so polluted,negative,negative
Pantai Legon Lele,3,cocok main air berenang kotor banyak ranting,negative,negative
Pantai Legon Lele,5,pesisir bersebelahan pantai boby fresh muara hutan bakau waspada serangan nyamuk disini,positive,positive
Pantai Legon Lele,5,pantai legon lele pantai ujung pulau karimun pantainya bersih kereen pemandangannya,positive,positive
Pantai Legon Lele,4,dibilang tetangga nya pantai bobby jaraknya 5 menitan lebih dikit jalan kaki pantai bobby jalannya kecil masih banget diakses pake motor mobil mungkin ga lebar lebar banget mobil pick up standar bisa terus pantai legon lele fokusnya pariwisata mangrove kebetulan aku kemaren emang juga lagi penelitian itu jadinya mampir cuman kurangnya pantai sepi pengunjung emang serem kalo terlalu malem kesini nya soalnya kayak gaada penerangan jalannya buat foto foto gitu cocok kok itu tadi aku saranin datengnya siang aja yah,positive,positive
Pantai Legon Lele,5,salah satu hidden gem mah karimunjawa kalau kalian tau nunggalan beach bali seperti ada kapal terbengkalainya dimuralin viewnya indah deket hutan bakau masih deket dijangkau pantai bobby kalau pas gak musim angin barat tempat bersih rekomended sih free biaya masuknya,positive,positive
Pantai Legon Lele,4,hidden paradise1 pantai campervan turun side byside tendabelum dikelolaombaknya tenang karna telukdasar pasirnya padatkeras jadi aman lalui 4x4 stdbanyak sampah mengendap di dasar lebih diperhatikan ada endapan hutan mangrove jadi air terlihat kotor,positive,positive
Pantai Legon Lele,5,jadi pantai kotor yaa kotor tumpukan sampah sepanjang garis pantai jalanannya becek terbangun sempurna seakan pantai ditinggal tidak dirawat kalau diamati benar2 pantai cantik loh kontras saudaranya si pantai bobby berair hijau tosca ramai dikunjungi pengunjung pantai si legon lele terlihat menarik caranya sendiri warna kekuningan yah kekuningan kaya air kencing jangan salah air pohon bakau diperhatikan warna kuning keemasan nya unik waktu kesini berjalan mengexplore pesisirnya disuguhkan warna air kuning keemasannya tidak terlalu peduli saking banyaknya sampah berserakan tangkap adalah si cantik legon lele menyambut dengan wujud dirinya sendiri beda apa adanyadi seberang pantai nampak bangunan semacam rumah terapung mengingatkan kami kepada ora beach maluku semoga kedepannya pantai cantik ada peduli peduli warna dirinya yang beda peduli kuning keemasan warna air nya kuning keemasan kejayaan semoga sampah2 jadi hilang pantai secantik,positive,positive
Pantai Legon Lele,3,mampir sebentar pasca pantai boby karimunjawa niat hati mau sunrise disini tp pikirnya krn sepi ternyata sepi beneran creepy kalo pas sendiri sunrise dr sini jg tdk terlalu kelihatan krn ketutup bukitikon pantai legon lele kapal karam jd sj ikonnya sy pantai memang tdk terlalu bersih bentuknya teluk sampah biasanya berkumpul teluk tdk sering dibersihkan jalan bs diakses dgn motor mobil ngepres tp kmrn ketemu penduduk lokal bawa mobil dr arah legon lele jg sihdi legon lele bukit dapet cerita dr karyawan hostel kalau salah satu sumber air bersih bukit legon lele itu,positive,positive
Pantai Legon Lele,5,gak apa apaa,negative,negative
Pantai Legon Lele,4,hope that i write this right because i was scrolling around without maps i found this place just couple blocks from bobby beach i didnt mind with how mother nature works i was born and grown up living nearby the oceans someday the seashore is clean and another day would be some rubbishes climate change pandemic as well can be understood tho if the local do take care of course its voluntary kinda stuff see in another bright occasion,positive,positive
Pantai Legon Lele,4,morning ride brings me herethe beach looks unmaintainedlots of trashbut still the scenery was beautiful,positive,positive
Pantai Legon Lele,5,silently beach,negative,negative
Pantai Legon Lele,3,the beach scenery is so so and have many garbage maybe because the eastern wind is hard in may you cant see sunrise in here because the sun was blocked by the hillbut if you want to go to floating paradise and see the turtle conservation you can come to this beach for rent the boat,positive,positive
Pantai Legon Lele,5,tempat sangat bagus mancing,positive,positive
Pantai Legon Lele,5,a nice place to see sun rise in karimun jawa,neutral,neutral
Pantai Legon Lele,5,kenangan bagus,positive,positive
Pantai Legon Lele,5,juga keren bangetttt,positive,positive
Pantai Legon Lele,2,a wild beach very littered plastic everywhere if someone took care of it beach would be really pretty and it is even hard to walk barefoot through it,positive,positive
Pantai Tanjung Gelam,5,biaya 5k,neutral,neutral
Pantai Tanjung Gelam,5,lokasi sunset favorit karimunjawa,positive,positive
Pantai Tanjung Gelam,5,hepi sunset terbaik pas hari pertama pantai inihepi cobain main jetski disinipantai nya sangat cocok berburu sunset jadi hampir tiap hari sunset hepi kesinitiket masuk 5 ribu rupiah orang,positive,positive
Pantai Tanjung Gelam,5,keren nie,positive,positive
Pantai Tanjung Gelam,5,bagus,positive,positive
Pantai Tanjung Gelam,5,ikon coconutree sunset terbaik,positive,positive
Pantai Tanjung Gelam,5,mantappu jiwa gorgeous place with a nice soft white sand,positive,positive
Pantai Tanjung Gelam,5,salah satu pantai sudut pulau karimunjawa bagus menikmati sunset banyak persewaan kapal kano pun gazebo warung berderet icon pantai adalah pohon kelapa miring,positive,positive
Pantai Tanjung Gelam,4,pantai tanjung gelam salah satu pantai terindah karimunjawa pasir putih lembut air laut jernih membuatnya sempurna berenang bersantai bermain kamu main kano jetsky tentunya berbayar suasana sini sangat tenang damai,positive,positive
Pantai Tanjung Gelam,5,wonderful beach pasir putih langit biru orange senja perlu effort kesini yaa dijamin seworthed,positive,positive
Pantai Tanjung Gelam,5,salah satu pantai terbaik karimun jawa spot paling bagus lihat sunset menikmati indahnya matahari terbenam bisa main jetski watersport lainnya menikmat sore gorengan stall kecil sembari mendengarkan air laut menyusuri pasir pantai recommended banget bersih,positive,positive
Pantai Tanjung Gelam,5,sangat bagus kpan kapan kesini lgi dehhh,positive,positive
Pantai Tanjung Gelam,5,tempat favorit cuci mata,positive,positive
Pantai Tanjung Gelam,5,pantai begitu indah hamparan pasir putih air bening banyak jualan beraneka ragam makanan,positive,positive
Pantai Tanjung Gelam,5,pantai sejuk pasir putih tersedia penyewaan jetsky banana boat,positive,positive
Pantai Bobby,5,view ayunan pantai terbaik karimunjawa,positive,positive
Pantai Bobby,5,kolam renang raksasa yes bisa berenang ke tengah hatihati kulit jd gosong,positive,positive
Pantai Bobby,5,best spot for sunrise,positive,positive
Pantai Bobby,5,cakep banget pantainya kebanyakan lokal kesini buat foto2 krna banyak spot foto cantik sempetin buat berenang menyenangkan sekali airnya jernih bahkan sampe jauh pantai termasuk pantai favorit wisatawan sih,positive,positive
Pantai Bobby,5,view nya memang secantik foto pantai saran sih datang pagian pantai sepi untuk take picture pasir putih air biru jernih view bukit memanjakan mata suatu keindahan alam harus sangat dijaga,positive,positive
Pantai Bobby,5,prettyy omg but its to crowded when i go here you can play with sand also take a good picture,positive,positive
Pantai Bobby,5,indah sejuk,positive,positive
Pantai Bobby,5,pantai wajib dikunjungi,neutral,neutral
Pantai Bobby,5,pantainya bersih saran kalau kesini mending waktu pagi biar rame,positive,positive
Pantai Bobby,5,to get here you need to go down a brick road that seems to lead nowhere but youll know it when you see it its a great beach for kids the water is very shallow with no waves theres swings tree houses and hammocks the main thing not kidfriendly is the usual clientele smokes a lot i just relaxed in a hammock here since id been driving a motorbike all day and it was very peaceful,positive,positive
Pantai Bobby,5,not a beach for swimming but a sunrise beach it gets crowded really quick but the stall that sells gorengan gives you meaning in life,positive,positive
Pantai Bobby,5,pantainya indah biru bangett ayunan panjang jadi salah satu spot foto favorit,positive,positive
Pantai Bobby,5,bagus makanan harga terjangkau,positive,positive
Pantai Bobby,5,indah menyenangkan,positive,positive
Pantai Legon Lele,5,pantai pasir putih,positive,positive
Pantai Legon Lele,4,amazing place,positive,positive
Pantai Legon Lele,5,quite beach with beautiful white sand and views there is shipwreck which is good for photos object you can going up on it if you find water level is low,positive,positive
Pantai Legon Lele,4,white sands quiet wave easy access not too crowd feel like a private beach,positive,positive
Pantai Legon Lele,3,kurang terawat pantainya kotor,negative,negative
Pantai Legon Lele,5,pantainya indah sekali pemandangan laguna satu pulau di tengah ombak kecil pantai putih pantai sunrise,positive,positive
Pantai Legon Lele,2,pantainya kotor sekali akses sepeda motor,negative,negative
Pantai Legon Lele,1,dirtykotor foto diambil tanggal 30 juni 2019,neutral,neutral
Pantai Legon Lele,3,jalan menuju pantai jalan setapak tp diakses naik motor dgn ban standar pantai punya ciri khusus perahu teronggok bibir teluk sayangnya waktu sana sedang musim angin timuran jd banyak kiriman sampah menuju pantai,positive,positive
Pantai Legon Lele,5,indah alami,negative,negative
Pantai Legon Lele,5,pantai baru timur karimunjawa,neutral,neutral
Pantai Legon Lele,4,tempat sepi enak buat santai,positive,positive
Pantai Legon Lele,3,natural dikelola,negative,negative
Pantai Legon Lele,5,asri alami,negative,negative
Pantai Legon Lele,5,tempat wisata karimun lama tdk dikunjungi wisatawan kurang terawat padahal sangat mengesankan,negative,negative
Pantai Legon Lele,5,beautifull beach,positive,positive
Pantai Legon Lele,3,pantainya sepi akses jalan tdk baik,negative,negative
Pantai Legon Lele,5,best beach on karimun main island you better go here,positive,positive
Pantai Legon Lele,3,perlu perhatian pemerintah pengelolaan,neutral,neutral
Pantai Legon Lele,3,sepi,negative,negative
Pantai Legon Lele,5,pantai resor,neutral,neutral
Pantai Legon Lele,4,stunning,negative,negative
Pantai Legon Lele,5,nice place for sunrise and hangout with friends,positive,positive
Pantai Legon Lele,3,depending on when you come and wind direction in june its sadly full of rubbish yes good view of sunrise if not cloudy be there by 5am road is windy do be careful motorbike access not sure car can get through,positive,positive
Pantai Legon Lele,5,destinasi sangat bagus pengamatan sun rise jalan menuju sana bagus dilalui motor jauh permukiman so pastikan bensin jangan mepet2 jalan naik turun pantainya berpasir putih di sebelah utaranya merupakan hutan mangrove lebat,positive,positive
Pantai Legon Lele,4,pantai indah,positive,positive
